id	prompt	waveId	transcription	recResult	language	meaning	edition	category
2200	Sag: Ich möchte mit Postkarte bezahlen	user-57_2014-11-03_11-23-59_utt_053	can i pay with post card	can i pay with post card	1	1	ST2	A
2258	Sag: Ich möchte mit Visa bezahlen	user-57_2014-11-06_16-53-24_utt_015	can i pay with visa	can i pay with visa	1	1	ST2	A
2270	Sag: Ich möchte in der Mitte sitzen	user-57_2014-11-06_16-53-24_utt_029	i want to sit in the middle	i want to sit in the middle	1	1	ST2	A
2283	Sag: Ich möchte mit Mastercard bezahlen	user-57_2014-11-06_16-53-24_utt_044	can i pay with mastercard	can i pay with mastercard	1	1	ST2	A
2309	Sag: Ich möchte mit Mastercard bezahlen	user-57_2014-11-07_11-18-23_utt_006	can i pay with mastercard	can i pay with mastercard	1	1	ST2	A
2332	Sag: Ich möchte in der sechsten Reihe sitzen	user-57_2014-11-07_11-18-23_utt_040	i would like to sit in the sixth row	i would like to sit in the sixth row	1	1	ST2	A
2369	Sag: Ich möchte mit Mastercard bezahlen	user-57_2014-11-08_08-52-04_utt_007	can i pay with mastercard	can i pay with mastercard	1	1	ST2	A
2387	Sag: Ich möchte mit Postkarte bezahlen	user-57_2014-11-08_08-52-04_utt_032	can i pay with post card	can i pay with post card	1	1	ST2	A
2392	Sag: Ich möchte morgen gehen	user-57_2014-11-08_08-52-04_utt_039	i would like to go tomorrow	i would like to go tomorrow	1	1	ST2	A
2409	Sag: Ich möchte mit Mastercard bezahlen	user-57_2014-11-08_08-52-04_utt_059	i would like to pay with mastercard	i would like to pay with mastercard	1	1	ST2	A
2443	Sag: Ich möchte mit Visa bezahlen	user-57_2014-11-10_16-20-38_utt_007	can i pay with visa	can i pay with visa	1	1	ST2	A
2479	Sag: Ich möchte mit Mastercard bezahlen	user-57_2014-11-10_16-20-38_utt_056	i would like to pay with mastercard	i would like to pay with mastercard	1	1	ST2	A
2488	Sag: Ich möchte mit Postkarte bezahlen	user-57_2014-11-10_16-20-38_utt_067	i would like to pay with post card	i would like to pay with post card	1	1	ST2	A
2506	Sag: Ich möchte mit Mastercard bezahlen	user-57_2014-11-11_16-55-24_utt_006	can i pay with mastercard	can i pay with mastercard	1	1	ST2	A
2544	Sag: Ich möchte mit Mastercard bezahlen	user-57_2014-11-11_16-55-24_utt_059	i would like to pay with mastercard	i would like to pay with mastercard	1	1	ST2	A
2566	Sag: Ich möchte mit Mastercard bezahlen	user-57_2014-11-12_11-54-21_utt_008	can i pay with mastercard	can i pay with mastercard	1	1	ST2	A
2578	Sag: Ich möchte am Freitagmorgen abreisen	user-57_2014-11-12_11-54-21_utt_024	i would like to leave on friday morning	i would like to leave at friday morning	1	1	ST2	A
2589	Sag: Ich möchte mit Postkarte bezahlen	user-57_2014-11-12_11-54-21_utt_039	can i pay with post card	can i pay with post card	1	1	ST2	A
2593	Sag: Ich möchte morgen gehen	user-57_2014-11-12_11-54-21_utt_045	i would like to go tomorrow	i would like to go tomorrow	1	1	ST2	A
2595	Sag: Ich möchte in der ersten Reihe sitzen	user-57_2014-11-12_11-54-21_utt_047	i would like to sit in the first row	i would like to sit in the first row	1	1	ST2	A
2606	Sag: Ich möchte in der zweiten Reihe sitzen	user-57_2014-11-12_11-54-21_utt_062	i want to sit in the second row	i want to sit in the second row	1	1	ST2	A
2617	Sag: Ich möchte mit Mastercard bezahlen	user-57_2014-11-12_11-54-21_utt_075	i would like to pay with mastercard	i would like to pay with mastercard	1	1	ST2	A
2699	Sag: Ich möchte mit Visa bezahlen	user-57_2014-11-16_12-20-12_utt_047	can i pay with visa	can i pay with visa	1	1	ST2	A
2706	Sag: Ich möchte am Mittwochnachmittag abreisen	user-57_2014-11-16_12-20-12_utt_056	i would like to leave on wednesday afternoon i would like to leave on wednesday afternoon	i would like to leave on wednesday afternoon i would like to leave on wednesday afternoon	1	1	ST2	A
2718	Sag: Ich möchte mit Postkarte bezahlen	user-57_2014-11-16_12-20-12_utt_073	i would like to pay with post card	i would like to pay by post card	1	1	ST2	A
2734	Sag: Ich möchte mit Visa bezahlen	user-57_2014-11-16_12-20-12_utt_095	i would like to pay with visa	i would like to pay with visa	1	1	ST2	A
2760	Sag: Ich möchte mit Visa bezahlen	user-57_2014-11-17_15-33-36_utt_005	can i pay with visa	can i pay with visa	1	1	ST2	A
2772	Sag: Ich möchte mit Schweizer Franken bezahlen	user-57_2014-11-17_15-33-36_utt_023	can i pay with swiss francs	can i pay with swiss francs	1	1	ST2	A
2817	Sag: Ich möchte mit Visa bezahlen	user-57_2014-11-18_18-29-18_utt_006	i would like to pay with visa	i would like to pay with visa	1	1	ST2	A
2834	Sag: Ich möchte mit Postkarte bezahlen	user-57_2014-11-18_18-29-18_utt_030	i'd like to pay with post card	i would like to pay with post card	1	1	ST2	A
2840	Sag: Ich möchte vorne sitzen	user-57_2014-11-18_18-29-18_utt_038	i would like to sit in the front	i would like to sit in the from	1	1	ST2	A
2855	Sag: Ich möchte mit Postkarte bezahlen	user-57_2014-11-18_18-29-18_utt_056	i would like to pay with a post card please	i would like pay with post card	1	1	ST2	A
2856	Sag: Ich möchte mit Postkarte bezahlen	user-57_2014-11-18_18-29-18_utt_057	i would like to pay with post card	i would like to pay with post card	1	1	ST2	A
2893	Sag: Ich möchte mit Postkarte bezahlen	user-57_2014-11-19_18-05-17_utt_028	i would like to pay with post card	i would like to pay with post card	1	1	ST2	A
2894	Sag: Ich möchte mit Dollars bezahlen	user-57_2014-11-19_18-05-17_utt_029	i would like to pay with dollars	i would like to pay with dollars	1	1	ST2	A
2925	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-11-29_12-00-41_utt_027	i would like to pay with mastercard	i would like to pay with mastercard	1	1	ST2	A
2970	Sag: Ich möchte mit Euros bezahlen	user-73_2014-11-29_12-42-56_utt_019	i would like to pay with euros	i would like to pay with euros	1	1	ST2	A
2987	Sag: Ich möchte mit Postkarte bezahlen	user-73_2014-11-29_12-42-56_utt_045	i would like to pay with a post card	i would like to pay with the post card	1	1	ST2	A
2991	Sag: Ich möchte mit Visa bezahlen	user-73_2014-11-29_12-42-56_utt_054	i would like to pay with visa	i would like to pay with visa	1	1	ST2	A
2996	Sag: Ich möchte mit Visa bezahlen	user-73_2014-11-29_12-42-56_utt_063	i would like to pay with visa	i would like to pay with visa	1	1	ST2	A
3003	Sag: Ich möchte mit Euros bezahlen	user-73_2014-12-01_17-38-49_utt_007	i would like to pay with euros	i would like to pay with euros	1	1	ST2	A
3019	Sag: Ich möchte mit Visa bezahlen	user-73_2014-12-01_17-38-49_utt_030	i would like to pay with visa	i would like to pay with visa	1	1	ST2	A
3020	Sag: Ich möchte mit Dollars bezahlen	user-73_2014-12-01_17-38-49_utt_031	i would like to pay with dollars	i would like to pay with dollars	1	1	ST2	A
3024	Sag: Ich möchte in der zehnten Reihe sitzen	user-73_2014-12-01_17-38-49_utt_038	i want to sit in the tenth row	i want to sit in the tenth row	1	1	ST2	A
3060	Sag: Ich möchte mit Visa bezahlen	user-73_2014-12-02_17-30-05_utt_006	i would like to pay with visa	i would like to pay with visa	1	1	ST2	A
3066	Sag: Ich möchte am Montagabend abreisen	user-73_2014-12-02_17-30-05_utt_014	i would like to leave monday evening	i would like to leave monday evening	1	1	ST2	A
3072	Sag: Ich möchte mit Postkarte bezahlen	user-73_2014-12-02_17-30-05_utt_024	i would like to pay with post card	i would like to pay with post card	1	1	ST2	A
3073	Sag: Ich möchte mit Euros bezahlen	user-73_2014-12-02_17-30-05_utt_025	i would like to pay with euros	i would like to pay with euros	1	1	ST2	A
3084	Sag: Ich möchte in der zehnten Reihe sitzen	user-73_2014-12-02_17-30-05_utt_039	i would like to sit in the tenth row	i would like to sit in the third row	1	1	ST2	A
3097	Sag: Ich möchte mit Visa bezahlen	user-73_2014-12-02_17-30-05_utt_055	i want to pay with visa	i want to pay with visa	1	1	ST2	A
3098	Sag: Ich möchte mit Visa bezahlen	user-73_2014-12-02_17-30-05_utt_056	i would like to pay with visa	i would like to pay with visa	1	1	ST2	A
3116	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-12-07_11-38-03_utt_026	i would like to pay with mastercard	i would like to pay with mastercard	1	1	ST2	A
3123	Sag: Ich möchte in der zehnten Reihe sitzen	user-73_2014-12-07_11-38-03_utt_036	i would like to sit in the tenth row	i would like to sit in the tenth row	1	1	ST2	A
3127	Sag: Ich möchte morgen Abend gehen	user-73_2014-12-07_11-38-03_utt_043	i would like to go tomorrow night	i would like to go tomorrow night	1	1	ST2	A
3135	Sag: Ich möchte am Freitagabend abreisen	user-73_2014-12-08_18-25-51_utt_005	i would like to leave on friday night	i would like to leave on friday night	1	1	ST2	A
3139	Sag: Ich möchte am Samstagnachmittag abreisen	user-73_2014-12-08_18-25-51_utt_011	i would like to leave on saturday afternoon	i would like to leave on saturday afternoon	1	1	ST2	A
3149	Sag: Ich möchte am Dienstagnachmittag abreisen	user-73_2014-12-08_18-25-51_utt_026	i would like to leave on tuesday afternoon	i would like to leave on tuesday afternoon	1	1	ST2	A
3153	Sag: Ich möchte am Mittwoch abreisen	user-73_2014-12-08_18-25-51_utt_033	i would like to leave on wednesday	i would like to leave on wednesday	1	1	ST2	A
3157	Sag: Ich möchte am Sonntagmorgen abreisen	user-73_2014-12-08_18-25-51_utt_039	i would like to leave on sunday morning	i would like to leave on sunday morning	1	1	ST2	A
3189	Sag: Ich möchte mit Visa bezahlen	user-73_2014-12-08_18-25-51_utt_082	i would like to pay with visa	i would like to pay with visa	1	1	ST2	A
3190	Sag: Ich möchte mit Schweizer Franken bezahlen	user-73_2014-12-08_18-25-51_utt_083	i would like to pay with swiss swiss francs	i would like to pay with swiss swiss francs	1	1	ST2	A
3193	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-12-08_18-25-51_utt_088	i would like to pay with mastercard	i would like to pay with mastercard	1	1	ST2	A
3194	Sag: Ich möchte mit Euros bezahlen	user-73_2014-12-08_18-25-51_utt_089	i would like to pay with euros	i would like to pay with euros	1	1	ST2	A
3282	Sag: Ich möchte mit Visa bezahlen	user-73_2014-12-09_05-29-36_utt_017	i would like to pay with visa	i would like to pay with visa	1	1	ST2	A
3283	Sag: Ich möchte mit Schweizer Franken bezahlen	user-73_2014-12-09_05-29-36_utt_018	i would like to pay with swiss francs	i would like to pay with swiss francs	1	1	ST2	A
3304	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-12-09_14-38-04_utt_023	can i pay with mastercard	can i pay with mastercard	1	1	ST2	A
3308	Sag: Ich möchte am Mittwochnachmittag abreisen	user-73_2014-12-09_14-38-04_utt_031	i want to leave on wednesday afternoon	i want to leave on thursday afternoon	1	1	ST2	A
3309	Sag: Ich möchte am Mittwochnachmittag abreisen	user-73_2014-12-09_14-38-04_utt_032	i want to leave on wednesday afternoon	i want to leave on wednesday afternoon	1	1	ST2	A
3314	Sag: Ich möchte am Sonntagabend gehen	user-73_2014-12-09_14-38-04_utt_039	i would like to go on sunday evening	i would like to go on sunday evening	1	1	ST2	A
3318	Sag: Ich möchte in der neunten Reihe sitzen	user-73_2014-12-09_14-38-04_utt_043	i want to sit in the ninth row	i want to sit in the ninth row	1	1	ST2	A
3372	Sag: Ich möchte mit Visa bezahlen	user-73_2014-12-13_20-54-09_utt_033	i would like to pay with visa	i would like to pay with visa	1	1	ST2	A
3373	Sag: Ich möchte mit Pfund bezahlen	user-73_2014-12-13_20-54-09_utt_034	i would like to pay with pounds	i would like to pay with euros	1	1	ST2	A
3380	Sag: Ich möchte mit Euros bezahlen	user-73_2014-12-13_20-54-09_utt_044	i would like to pay with euros	i would like to pay with euros	1	1	ST2	A
3384	Sag: Ich möchte mit Visa bezahlen	user-73_2014-12-13_20-54-09_utt_050	i would like to pay with visa	i would like to pay with visa	1	1	ST2	A
3385	Sag: Ich möchte mit Dollars bezahlen	user-73_2014-12-13_20-54-09_utt_051	i would like to pay with dollars	i would like to pay with dollars	1	1	ST2	A
3388	Sag: Ich möchte am Dienstagabend gehen	user-73_2014-12-13_20-54-09_utt_057	i would like to go on tuesday night	i would like to go on tuesday night	1	1	ST2	A
3394	Sag: Ich möchte in der ersten Reihe sitzen	user-73_2014-12-13_20-54-09_utt_063	i would like to sit in the first row	i would like to sit in the first row	1	1	ST2	A
3431	Sag: Ich möchte vorne sitzen	user-73_2014-12-14_13-08-44_utt_015	i want to sit in the front	i want to sit in the eighth row	1	1	ST2	A
3441	Sag: Ich möchte in der fünften Reihe sitzen	user-73_2014-12-14_13-08-44_utt_027	i want to sit in the fifth row	i want to sit in the fifth row	1	1	ST2	A
3445	Sag: Ich möchte am Montagnachmittag abreisen	user-73_2014-12-14_13-26-16_utt_003	i would like to leave on monday afternoon	i would like to leave on monday afternoon	1	1	ST2	A
3452	Sag: Ich möchte am Montag abreisen	user-73_2014-12-14_13-26-16_utt_014	i would like to leave on monday	i would like to leave on monday	1	1	ST2	A
3460	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-12-14_13-26-16_utt_026	i want to pay with my credit card	i would pay with my credit card	1	1	ST2	A
3464	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-12-14_13-26-16_utt_032	i would like to pay with mastercard	i would like to pay with mastercard	1	1	ST2	A
3465	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-12-14_13-26-16_utt_033	i would like to pay with mastercard	i would like to pay with mastercard	1	1	ST2	A
3469	Sag: Ich möchte mit Dollars bezahlen	user-73_2014-12-14_13-26-16_utt_039	i would like to pay with dollars	i would like to pay with dollars	1	1	ST2	A
3571	Sag: Ich möchte mit Postkarte bezahlen	user-73_2014-12-14_16-07-10_utt_016	i would like to pay with post card	i would like to pay with post card	1	1	ST2	A
3572	Sag: Ich möchte mit Euros bezahlen	user-73_2014-12-14_16-07-10_utt_017	i would like to pay with euros	i would like to pay with euros	1	1	ST2	A
3579	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-12-14_16-07-10_utt_028	i would like to pay with mastercard	i would like to pay with mastercard	1	1	ST2	A
3589	Sag: Ich möchte am Mittwochabend abreisen	user-73_2014-12-16_19-38-40_utt_005	i would like to leave on wednesday evening	i would like to leave on wednesday evening	1	1	ST2	A
3597	Sag: Ich möchte am Montagabend abreisen	user-73_2014-12-16_19-38-40_utt_018	i would like to leave on monday evening	i would like to leave on monday evening	1	1	ST2	A
3611	Sag: Ich möchte mit Postkarte bezahlen	user-73_2014-12-16_19-38-40_utt_038	i would like to pay with post card	i would like to pay with post card	1	1	ST2	A
3612	Sag: Ich möchte mit Euros bezahlen	user-73_2014-12-16_19-38-40_utt_039	i would like to pay with euros	i would like to pay with euros	1	1	ST2	A
3621	Sag: Ich möchte in der zehnten Reihe sitzen	user-73_2014-12-16_19-38-40_utt_049	i would like to sit in the tenth row	i would like to sit in the seventh row	1	1	ST2	A
3634	Sag: Ich möchte in der dritten Reihe sitzen	user-73_2014-12-16_19-38-40_utt_066	i would like to sit in the third row	i would like to sit in the third row	1	1	ST2	A
3641	Sag: Ich möchte in der ersten Reihe sitzen	user-73_2014-12-16_19-38-40_utt_076	i would like to sit in the first row	i would like to sit in the first row	1	1	ST2	A
3708	Sag: Ich möchte am Sonntag abreisen	user-73_2014-12-16_19-38-40_utt_173	i would like to leave on sunday	i would like to leave on sunday	1	1	ST2	A
3725	Sag: Ich möchte am Samstagmorgen abreisen	user-73_2014-12-16_19-38-40_utt_199	i would like to leave on saturday morning	i would like to leave on saturday morning	1	1	ST2	A
3734	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-12-16_19-38-40_utt_214	i would like to pay with mastercard	i would like to pay with master card	1	1	ST2	A
3735	Sag: Ich möchte mit Dollars bezahlen	user-73_2014-12-16_19-38-40_utt_215	i would like to pay with dollars	i would like to pay with dollars	1	1	ST2	A
3739	Sag: Ich möchte mit Pfund bezahlen	user-73_2014-12-16_19-38-40_utt_221	i would like to pay with pounds	i would like to pay with euros	1	1	ST2	A
3745	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-12-16_19-38-40_utt_229	i would like to pay with mastercard	i would like to pay with mastercard	1	1	ST2	A
3747	Sag: Ich möchte am Freitagabend gehen	user-73_2014-12-16_19-38-40_utt_233	i would like to go on friday evening	i would like to go on friday evening	1	1	ST2	A
3769	Sag: Ich möchte am Montagmorgen abreisen	user-73_2014-12-17_11-57-36_utt_016	i would like to leave on monday morning	i would like to leave on monday morning	1	1	ST2	A
3806	Sag: Ich möchte mit Postkarte bezahlen	user-73_2014-12-17_17-38-41_utt_015	i would like to pay with post card	i would like to pay with post card	1	1	ST2	A
3807	Sag: Ich möchte mit Postkarte bezahlen	user-73_2014-12-17_17-38-41_utt_016	i would like to pay with post card	i would like to pay with post card	1	1	ST2	A
3843	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-12-17_17-46-33_utt_034	i would like to pay with mastercard	i would like to pay with mastercard	1	1	ST2	A
3847	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-12-17_17-38-41_utt_040	i would like to pay with mastercard	i would like to pay with mastercard	1	1	ST2	A
3860	Sag: Ich möchte am Freitagmorgen abreisen	user-73_2014-12-17_17-46-33_utt_048	i would like to leave on friday morning	i would like to leave on friday morning	1	1	ST2	A
3876	Sag: Ich möchte in der dritten Reihe sitzen	user-73_2014-12-17_17-46-33_utt_066	i would like to sit in the third row	i would like to sit in the third row	1	1	ST2	A
3883	Sag: Ich möchte in der fünften Reihe sitzen	user-73_2014-12-17_17-46-33_utt_075	i would like to sit in the fifth row	i would like to sit in the fifth row	1	1	ST2	A
3931	Sag: Ich möchte mit Postkarte bezahlen	user-73_2014-12-17_17-46-33_utt_139	i would like to pay with post card	i would like to pay with post card	1	1	ST2	A
3933	Sag: Ich möchte morgen Abend gehen	user-73_2014-12-17_17-46-33_utt_143	i would like to go tomorrow evening	i would like to go tomorrow evening	1	1	ST2	A
3935	Sag: Ich möchte in der zehnten Reihe sitzen	user-73_2014-12-17_17-46-33_utt_145	i would like to sit in the tenth row	i would like to sit in the tenth row	1	1	ST2	A
3941	Sag: Ich möchte in der fünften Reihe sitzen	user-73_2014-12-17_17-46-33_utt_154	i would like to sit in the fifth row	i would like to sit in the sixth row	1	1	ST2	A
3989	Sag: Ich möchte mit Postkarte bezahlen	user-73_2014-12-18_11-08-22_utt_006	i would like to pay with post card	i would like to pay with post card	1	1	ST2	A
3996	Sag: Ich möchte am Freitagabend gehen	user-73_2014-12-18_11-08-22_utt_018	i would like to leave on friday evening	i would like to leave on friday evening	1	1	ST2	A
3997	Sag: Ich möchte am Freitagabend gehen	user-73_2014-12-18_11-08-22_utt_019	i would like to leave on friday evening	i would like to leave on friday evening	1	1	ST2	A
3999	Sag: Ich möchte in der siebten Reihe sitzen	user-73_2014-12-18_11-08-22_utt_022	i would like to sit in the seventh row	i would like to sit in the seven row	1	1	ST2	A
4060	Sag: Ich möchte mit Postkarte bezahlen	user-73_2014-12-18_17-11-49_utt_007	i would like to pay with post card	i would like to pay with post card	1	1	ST2	A
4061	Sag: Ich möchte mit Euros bezahlen	user-73_2014-12-18_17-11-49_utt_008	i would like to pay with euros	i would like to pay with euros	1	1	ST2	A
4078	Sag: Ich möchte in der sechsten Reihe sitzen	user-73_2014-12-18_17-11-49_utt_032	i would like to sit in the sixth row	i would like to sit in the sixth row	1	1	ST2	A
4138	Sag: Ich möchte mit Postkarte bezahlen	user-73_2014-12-18_17-11-49_utt_110	i would like to pay with post card	i would like to pay with post card	1	1	ST2	A
4146	Sag: Ich möchte am Samstagabend abreisen	user-73_2014-12-18_17-11-49_utt_123	i would like to leave on saturday evening	i would like to leave on saturday evening	1	1	ST2	A
4183	Sag: Ich möchte mit Visa bezahlen	user-73_2014-12-18_18-01-42_utt_047	i would like to pay with visa	i would like to pay with visa	1	1	ST2	A
4193	Sag: Ich möchte mit Postkarte bezahlen	user-73_2014-12-18_18-01-42_utt_062	i would like to pay with post card	i would like to pay with post card	1	1	ST2	A
4206	Sag: Ich möchte in der zehnten Reihe sitzen	user-73_2014-12-18_18-01-42_utt_081	i would like to sit in the tenth row	i would like to sit in the tenth row	1	1	ST2	A
4213	Sag: Ich möchte in der Mitte sitzen	user-73_2014-12-18_18-01-42_utt_090	i would like to sit in the middle	i would like to sit in the middle	1	1	ST2	A
4219	Sag: Ich möchte in der zehnten Reihe sitzen	user-73_2014-12-18_18-01-42_utt_099	i would like to sit in the tenth row	i would like to sit in the seven row	1	1	ST2	A
4268	Sag: Ich möchte mit Visa bezahlen	user-73_2014-12-18_18-01-42_utt_159	i would like to pay with visa	i would like to pay with visa	1	1	ST2	A
4281	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-12-18_18-01-42_utt_177	i would like to pay with mastercard	i would like to pay with mastercard	1	1	ST2	A
4282	Sag: Ich möchte mit Schweizer Franken bezahlen	user-73_2014-12-18_18-01-42_utt_178	i would like to pay with swiss francs	i would like to pay with swiss francs	1	1	ST2	A
4285	Sag: Ich möchte mit Mastercard bezahlen	user-73_2014-12-18_18-01-42_utt_183	i would like to pay with mastercard	i would like to pay with mastercard	1	1	ST2	A
4287	Sag: Ich möchte am Donnerstagabend gehen	user-73_2014-12-18_18-01-42_utt_187	i would like to go on thursday evening	i would like to go on thursday evening	1	1	ST2	A
4293	Sag: Ich möchte am Samstagabend gehen	user-73_2014-12-18_18-01-42_utt_196	i would like to go on saturday evening	i would like to go on saturday evening	1	1	ST2	A
4295	Sag: Ich möchte in der achten Reihe sitzen	user-73_2014-12-18_18-01-42_utt_198	i would like to sit in the eighth row	i would like to sit in the eighth row	1	1	ST2	A
4301	Sag: Ich möchte in der sechsten Reihe sitzen	user-73_2014-12-18_18-01-42_utt_207	i would like to sit in the sixth row	i would like to sit in the sixth row	1	1	ST2	A
4319	Sag: Ich möchte mit Mastercard bezahlen	user-243_2014-06-19_07-35-54_utt_010	i would like to pay by mastercard	i would like to pay by mastercard	1	1	ST2	A
4331	Sag: Ich möchte mit Kreditkarte bezahlen	user-245_2014-06-16_20-10-57_utt_009	i want to pay with card	i would pay with four	1	1	ST2	A
4383	Sag: Ich möchte mit Kreditkarte bezahlen	user-83_2014-10-27_14-15-22_utt_020	can i pay by credit card	can i pay by credit card	1	1	ST2	A
4391	Sag: Ich möchte mit Mastercard bezahlen	user-83_2014-10-27_14-15-22_utt_034	can i pay by mastercard	can i pay by mastercard	1	1	ST2	A
4392	Sag: Ich möchte mit Mastercard bezahlen	user-83_2014-10-27_14-15-22_utt_035	can i pay pay by mastercard	can i pay by mastercard	1	1	ST2	A
4409	Sag: Ich möchte in der siebten Reihe sitzen	user-83_2014-10-27_14-15-22_utt_062	i would like to sit in the seventh row*z	i would like to sit in the seventh row	1	1	ST2	A
4410	Sag: Ich möchte in der siebten Reihe sitzen	user-83_2014-10-27_14-15-22_utt_063	i would like to sit in the seventh row*z	i would like to sit in the seven row	1	1	ST2	A
4411	Sag: Ich möchte in der siebten Reihe sitzen	user-83_2014-10-27_14-15-22_utt_064	i would like to sit in the seventh row	i'd like to sit in the seventh row roast	1	1	ST2	A
4433	Sag: Ich möchte mit Postkarte bezahlen	user-83_2014-11-03_18-41-45_utt_009	i would like to pay by post card	i would like to pay by post card	1	1	ST2	A
4445	Sag: Ich möchte in der vierten Reihe sitzen	user-83_2014-11-03_18-41-45_utt_023	i would like to sit in the fourth row	i would like to sit in the fourth row	1	1	ST2	A
4450	Sag: Ich möchte um 21 Uhr morgen abreisen	user-83_2014-11-03_18-41-45_utt_031	i want to leave at nine o'clock tomorrow	i want to leave at nine o'clock tomorrow	1	1	ST2	A
4456	Sag: Ich möchte mit Postkarte bezahlen	user-83_2014-11-04_17-31-15_utt_008	can i pay by post card	can i pay by post card	1	1	ST2	A
4474	Sag: Ich möchte mit Mastercard bezahlen	user-83_2014-11-06_19-23-22_utt_006	can i pay by mastercard	can i pay by mastercard	1	1	ST2	A
4521	Sag: Ich möchte mit Visa bezahlen	user-83_2014-11-07_18-13-18_utt_011	i would like to pay by visa	i would like to pay by visa	1	1	ST2	A
4527	Sag: Ich möchte mit Postkarte bezahlen	user-83_2014-11-07_18-13-18_utt_022	i would like to pay by post card	i would like to pay by post postcard	1	1	ST2	A
4697	Sag: Ich möchte in der neunten Reihe sitzen	user-88_2014-11-27_14-37-40_utt_007	i would like to sit in the ninth row	i would like to sit in the ninth row	1	1	ST2	A
4714	Sag: Ich möchte um 22 Uhr morgen abreisen	user-88_2014-11-27_14-37-40_utt_029	i want to leave at ten o'clock tomorrow	i want to leave at ten o'clock tomorrow	1	1	ST2	A
4715	Sag: Ich möchte um 22 Uhr morgen abreisen	user-88_2014-11-27_14-37-40_utt_030	i want to leave at ten o'clock tomorrow	i want to leave at elf o'clock tomorrow	1	1	ST2	A
4742	Sag: Ich möchte mit Euros bezahlen	user-89_2014-11-07_12-29-49_utt_010	can i pay with euros*z	can i pay with euros	1	1	ST2	A
4756	Sag: Ich möchte mit Postkarte bezahlen	user-89_2014-11-07_12-29-49_utt_032	i wou*a i would like to pay with post card	i would like to pay with post card	1	1	ST2	A
4758	Sag: Ich möchte mit Dollars bezahlen	user-89_2014-11-07_12-29-49_utt_034	can i pay with dollars	can i pay with dollars	1	1	ST2	A
4760	Sag: Ich möchte mit Mastercard bezahlen	user-89_2014-11-07_12-29-49_utt_038	can i pay with mastercard	can i pay with mastercard	1	1	ST2	A
4777	Sag: Ich möchte mit Visa bezahlen	user-89_2014-11-19_11-45-55_utt_007	i want to pay with visa	i want pay with visa	1	1	ST2	A
4778	Sag: Ich möchte mit Visa bezahlen	user-89_2014-11-19_11-45-55_utt_008	can i pay with visa	can i pay with visa	1	1	ST2	A
4786	Sag: Ich möchte mit Mastercard bezahlen	user-89_2014-11-20_11-33-16_utt_008	can i pay with master card	can i pay with mastercard	1	1	ST2	A
4793	Sag: Ich möchte mit Mastercard bezahlen	user-89_2014-11-20_12-27-24_utt_003	can i pay with master card	can i pay with post card	1	1	ST2	A
4804	Sag: Ich möchte mit Mastercard bezahlen	user-89_2014-11-20_13-31-01_utt_008	can i pay with mastercard	can i pay with mastercard	1	1	ST2	A
4826	Sag: Ich möchte am Samstagnachmittag abreisen	user-91_2014-11-26_09-08-59_utt_019	i would like to leave on saturday afternoon ggg	i would like to leave on saturday afternoon	1	1	ST2	A
4827	Sag: Ich möchte am Samstagnachmittag abreisen	user-91_2014-11-26_09-08-59_utt_020	i wou*a would like to leave on saturday afternoon	i would i would like to leave on saturday afternoon	1	1	ST2	A
4856	Sag: Ich möchte mit Mastercard bezahlen	user-91_2014-12-10_09-12-51_utt_008	can i pay with mastercard	can i pay with mastercard	1	1	ST2	A
4859	Sag: Ich möchte mit Schweizer Franken bezahlen	user-91_2014-12-10_09-12-51_utt_011	can i pay with swiss francs	can i pay with swiss francs	1	1	ST2	A
4900	Sag: Ich möchte mit Visa bezahlen	user-95_2014-10-25_09-40-47_utt_044	i would like to pay with visa	i would like to buy with visa	1	1	ST2	A
4924	Sag: Ich möchte mit Postkarte bezahlen	user-95_2014-11-01_16-27-26_utt_025	i would like to pay with post card	i would like to pay with post card	1	1	ST2	A
4925	Sag: Ich möchte mit Euros bezahlen	user-95_2014-11-01_16-27-26_utt_026	i would like to pay with euros	i would like to pay with euro	1	1	ST2	A
4926	Sag: Ich möchte mit Euros bezahlen	user-95_2014-11-01_16-27-26_utt_027	can i pay with euros	can i buy with euros	1	1	ST2	A
4935	Sag: Ich möchte mit Visa bezahlen	user-99_2014-11-12_13-46-59_utt_006	i want to pay with visa	i want to pay with visa	1	1	ST2	A
4953	Sag: Ich möchte mit Visa bezahlen	user-99_2014-11-12_16-07-04_utt_006	i want to pay with visa	i want to pay with visa	1	1	ST2	A
