id	prompt	waveId	transcription	recResult	language	meaning	edition	category
5099	Sag: Ich möchte mit Postkarte bezahlen	user-117_2014-12-13_12-36-24_utt_006	i would like pay with postcard is that okay	i would like pay with postcard is okay	0	1	ST2	A
5101	Sag: Ich möchte mit Euros bezahlen	user-117_2014-12-13_12-36-24_utt_008	i would like pay with euros is that okay	i would like pay with euros thirty	0	1	ST2	A
5107	Sag: Ich möchte in der zehnten Reihe sitzen	user-117_2014-12-13_12-36-24_utt_016	i would like sit in the tenth	i would like to sit in the tenth	0	0	ST2	A
5136	Sag: Ich möchte am Samstag abreisen	user-118_2014-11-28_15-40-46_utt_008	i would like to leave at saturday	i would like to leave at saturday	0	1	ST2	A
5140	Sag: Ich möchte am Donnerstagmorgen abreisen	user-118_2014-11-28_15-40-46_utt_017	i would like to leave at thursday morning	i would like to leave at thursday morning	0	1	ST2	A
5144	Sag: Ich möchte am Donnerstagnachmittag abreisen	user-118_2014-11-28_15-40-46_utt_023	i would like to leave at thursday afternoon	i would like to leave at thursday afternoon	0	1	ST2	A
5295	Sag: Ich möchte mit Euros bezahlen	user-126_2014-12-18_17-13-53_utt_007	i would pay with euro*z	i would pay with euros	0	1	ST2	A
5321	Sag: Ich möchte mit Postkarte bezahlen	user-131_2014-09-19_17-22-35_utt_009	i want to pay with credit card	i want to pay with credit card	0	1	ST2	A
5322	Sag: Ich möchte mit Postkarte bezahlen	user-131_2014-09-19_17-22-35_utt_010	i want to pay with credit card	i want to pay with credit card	0	1	ST2	A
5402	Sag: Ich möchte mit Visa bezahlen	user-135_2014-09-17_13-20-12_utt_012	i want to pay with the visa card	i want to pay with the visa card	0	1	ST2	A
5403	Sag: Ich möchte mit Visa bezahlen	user-135_2014-09-17_13-20-12_utt_013	i want to play with the visa card	i want to pay with visa card	0	1	ST2	A
5409	Sag: Ich möchte mit Mastercard bezahlen	user-135_2014-09-17_13-20-12_utt_026	xxx	i like to go	0	0	ST2	A
5418	Sag: Ich möchte mit Kreditkarte bezahlen	user-135_2014-09-17_13-20-12_utt_039	a bath with a credit card	the toilet blue credit card	0	0	ST2	A
5419	Sag: Ich möchte mit Kreditkarte bezahlen	user-135_2014-09-17_13-20-12_utt_040	to bath with a credit card	to buy with credit card	0	0	ST2	A
5420	Sag: Ich möchte mit Schweizer Franken bezahlen	user-135_2014-09-17_13-20-12_utt_041	want to bath with switzer francs	i would to doris a swiss francs	0	0	ST2	A
5421	Sag: Ich möchte mit Schweizer Franken bezahlen	user-135_2014-09-17_13-20-12_utt_042	i would to both with switzer francs	i want to pay with swiss francs	0	0	ST2	A
5422	Sag: Ich möchte mit Schweizer Franken bezahlen	user-135_2014-09-17_13-20-12_utt_043	i would to both with switzer francs	i would liz thanks	0	0	ST2	A
5429	Sag: Ich möchte um 15 Uhr morgen abreisen	user-135_2014-09-17_13-20-12_utt_055	i would fifteen o'clock in the morning go	i am a door twin o'clock in europe	0	0	ST2	A
5430	Sag: Ich möchte um 15 Uhr morgen abreisen	user-135_2014-09-17_13-20-12_utt_056	go fifteen o'clock in the morning	i am from room	0	0	ST2	A
5431	Sag: Ich möchte um 15 Uhr morgen abreisen	user-135_2014-09-17_13-20-12_utt_057	i would go on fifteen o'clock in the morning	i will rupert done six pm o'clock in the morning	0	0	ST2	A
5491	Sag: Ich möchte mit Visa bezahlen	user-156_2014-10-17_13-26-47_utt_012	xxx	visa	0	0	ST2	A
5499	Sag: Ich möchte mit Kreditkarte bezahlen	user-158_2014-09-11_17-50-46_utt_009	can i pay with the credit card ggg	where can i pay with the credit card lisbon a mushrooms brown	0	1	ST2	A
5523	Sag: Ich möchte mit Kreditkarte bezahlen	user-158_2014-09-16_16-39-44_utt_021	i want to pay with the credit card	i want to pay with credit card	0	1	ST2	A
5581	Sag: Ich möchte mit Mastercard bezahlen	user-159_2014-09-11_17-30-50_utt_052	yes	can suite	0	0	ST2	A
5755	Sag: Ich möchte um 20 Uhr morgen abreisen	user-159_2014-09-16_16-11-58_utt_003	i would like to leave at twenty o'clock	i would like to leave at eighteen o'clock	0	1	ST2	A
5784	Sag: Ich möchte am Freitagmorgen abreisen	user-159_2014-09-16_16-11-58_utt_047	i would like to leave at friday morning	i would like to leave at friday morning	0	1	ST2	A
5785	Sag: Ich möchte am Freitagmorgen abreisen	user-159_2014-09-16_16-11-58_utt_048	i want to leave at friday morning	i want to leave at friday morning	0	1	ST2	A
6086	Sag: Ich möchte vorne sitzen	user-159_2014-10-23_19-48-55_utt_006	i would like to sit um in front	i would like to sit in the from	0	1	ST2	A
6093	Sag: Ich möchte heute Abend gehen	user-159_2014-10-23_19-48-55_utt_015	i would like to go tomo*a today evening	i would like to go tomorrow tuesday evening	0	1	ST2	A
6108	Sag: Ich möchte am Donnerstagabend gehen	user-159_2014-10-23_19-48-55_utt_036	i would like to go at thursday evening	i would like to go at thursday evening	0	1	ST2	A
6122	Sag: Ich möchte am Donnerstagabend gehen	user-159_2014-10-23_19-48-55_utt_054	i would like to go at thursday evening	i would like to go at thursday evening	0	1	ST2	A
6204	Sag: Ich möchte mit Visa bezahlen	user-166_2014-09-15_18-01-46_utt_028	in visa*z	with visa	0	1	ST2	A
6218	Sag: Ich möchte mit Postkarte bezahlen	user-166_2014-09-15_18-01-46_utt_049	i would like a junior suite	i would like a junior suite	0	0	ST2	A
6220	Sag: Ich möchte mit Postkarte bezahlen	user-166_2014-09-15_18-01-46_utt_051	i would like a junior suite	i would like a junior suite	0	0	ST2	A
6240	Sag: Ich möchte in der zehnten Reihe sitzen	user-152_2014-10-28_07-44-29_utt_023	um	single room	0	0	ST2	A
6241	Sag: Ich möchte in der zehnten Reihe sitzen	user-152_2014-10-28_07-44-29_utt_024	xxx	i want to go	0	0	ST2	A
6321	Sag: Ich möchte mit Postkarte bezahlen	user-167_2014-10-29_13-09-33_utt_011	xxx	steak well done	0	0	ST2	A
6322	Sag: Ich möchte mit Postkarte bezahlen	user-167_2014-10-29_13-09-33_utt_012	hello	is rome	0	0	ST2	A
6350	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-29_13-09-33_utt_049	i would want to pay with credit card	i want to pay with credit card	0	1	ST2	A
6357	Sag: Ich möchte mit Dollars bezahlen	user-167_2014-10-29_13-09-33_utt_058	xxx	a single room	0	0	ST2	A
6362	Sag: Ich möchte mit Mastercard bezahlen	user-167_2014-10-29_13-09-33_utt_069	xxx	blue	0	0	ST2	A
6494	Sag: Ich möchte mit Postkarte bezahlen	user-170_2014-10-28_16-34-01_utt_018	can i play with post card	can i pay with post card	0	1	ST2	A
6496	Sag: Ich möchte mit Postkarte bezahlen	user-170_2014-10-28_16-34-01_utt_020	i would like a junior suite	i would like a junior suite	0	0	ST2	A
6509	Sag: Ich möchte am Montag abreisen	user-170_2014-10-28_16-34-01_utt_038	i'd like to leave at monday	i'd like to leave at monday	0	1	ST2	A
6549	Sag: Ich möchte mit Kreditkarte bezahlen	user-213_2014-06-03_15-31-28_utt_007	i want with credit card	i want with credit card	0	1	ST2	A
6557	Sag: Ich möchte mit Mastercard bezahlen	user-213_2014-06-03_15-31-28_utt_019	i want with uh mastercard i want ah	i want with the mastercard i want to	0	1	ST2	A
6632	Sag: Ich möchte mit Kreditkarte bezahlen	user-213_2014-06-18_12-50-21_utt_008	i would like play with credit card	i would like pay with credit card	0	1	ST2	A
6638	Sag: Ich möchte mit Kreditkarte bezahlen	user-213_2014-06-18_12-50-21_utt_018	i would like pay with credit card	i would like pay with credit card	0	1	ST2	A
6639	Sag: Ich möchte mit Dollars bezahlen	user-213_2014-06-18_12-50-21_utt_019	i would like pay with dollars	i would like pay with dollars	0	1	ST2	A
6654	Sag: Ich möchte mit Kreditkarte bezahlen	user-213_2014-06-18_12-50-21_utt_036	i would like pay with credit card	i would like pay with credit card	0	1	ST2	A
6659	Sag: Ich möchte mit Kreditkarte bezahlen	user-213_2014-06-19_17-12-08_utt_007	i'd like pay with credit card	i would like pay with credit card	0	1	ST2	A
6671	Sag: Ich möchte mit Kreditkarte bezahlen	user-213_2014-06-19_17-12-08_utt_022	i would like pay with credit card	i would like pay with credit card	0	1	ST2	A
6676	Sag: Ich möchte mit Visa bezahlen	user-213_2014-06-28_16-44-13_utt_007	i would like mit*z visa oh pay	i would like michelle	0	0	ST2	A
6678	Sag: Ich möchte mit Visa bezahlen	user-213_2014-06-28_16-44-13_utt_009	i would like	i would like	0	0	ST2	A
6688	Sag: Ich möchte um 17 Uhr morgen abreisen	user-213_2014-06-28_16-44-13_utt_025	i would like to leave at five	where i would like to leave at five	0	0	ST2	A
65	Sag: Ich möchte mit Euros bezahlen	user-260_2014-12-10_06-56-11_utt_025	i would*z like	i pool buy	0	0	ST2	B
87	Sag: Ich möchte mit Kreditkarte bezahlen	user-283_2014-11-27_06-44-07_utt_010	can i pay it with credit card	can i pay with credit card	0	1	ST2	B
169	Sag: Ich möchte in der achten Reihe sitzen	user-270_2014-12-16_16-54-48_utt_029	i want sit in the eighth row	i want sit in the eighth row	0	1	ST2	B
170	Sag: Ich möchte in der achten Reihe sitzen	user-270_2014-12-16_16-54-48_utt_030	i would like sit in the eighth row	i would like to sit in the eighth row	0	1	ST2	B
183	Sag: Ich möchte mit Visa bezahlen	user-270_2014-12-16_16-54-48_utt_045	i want to pay with the visa	i want to pay with visa	0	1	ST2	B
220	Sag: Ich möchte mit Mastercard bezahlen	user-280_2014-11-27_06-57-09_utt_007	i will pay with mastercard	i want pay with mastercard	0	1	ST2	B
388	Sag: Ich möchte mit Kreditkarte bezahlen	user-45_2014-10-29_13-11-30_utt_021	can i pay with credit card	can i pay with credit card	0	1	ST2	B
457	Sag: Ich möchte mit Euros bezahlen	user-45_2014-11-05_12-58-17_utt_045	i would to pay by euros	my room swim by euros	0	1	ST2	B
458	Sag: Ich möchte mit Euros bezahlen	user-45_2014-11-05_12-58-17_utt_046	i'd like to pay by euros*z	i'd like to pay by scones room	0	1	ST2	B
459	Sag: Ich möchte mit Euros bezahlen	user-45_2014-11-05_12-58-17_utt_047	can i pay with euro	can i single room	0	1	ST2	B
466	Sag: Ich möchte mit Schweizer Franken bezahlen	user-45_2014-11-05_12-58-17_utt_059	can i pay by swiss francs	can i pay with swiss francs	0	1	ST2	B
473	Sag: Ich möchte mit Dollars bezahlen	user-45_2014-11-05_12-58-17_utt_068	can i pay by dollars	can i pay with dollars	0	1	ST2	B
477	Sag: Ich möchte mit Schweizer Franken bezahlen	user-45_2014-11-05_12-58-17_utt_074	can i pay by swiss francs	can i room my swiss francs	0	1	ST2	B
481	Sag: Ich möchte mit Pfund bezahlen	user-45_2014-11-05_12-58-17_utt_080	can i pay by pounds	can i pay with pounds	0	1	ST2	B
488	Sag: Ich möchte mit Euros bezahlen	user-45_2014-11-05_12-58-17_utt_089	can i pay with euro	can i single room	0	1	ST2	B
526	Sag: Ich möchte um 12 Uhr morgen abreisen	user-45_2014-11-06_19-16-32_utt_003	i'd like to leave at twelve o'clock am	i'd like to leave at twelve o'clock pay haven't	0	0	ST2	B
748	Sag: Ich möchte mit Mastercard bezahlen	user-45_2014-11-09_11-28-41_utt_060	i want to pay by post card	i want to pay with post card	0	0	ST2	B
914	Sag: Ich möchte mit Schweizer Franken bezahlen	user-45_2014-11-19_11-50-52_utt_131	can i pay by swiss francs	can i pay by swiss franc	0	1	ST2	B
1012	Sag: Ich möchte mit Euros bezahlen	user-45_2014-11-19_11-50-52_utt_268	i'd like to pay by euro	i'd like to pay with euros	0	1	ST2	B
1013	Sag: Ich möchte mit Euros bezahlen	user-45_2014-11-19_11-50-52_utt_269	can i pay with euro	can i pay with euro	0	0	ST2	B
1059	Sag: Ich möchte mit dem Manager sprechen	user-45_2014-11-19_11-50-52_utt_330	i would like to speak with manager*z	i would like to speak with manager	0	1	ST2	B
1182	Sag: Ich möchte um 16 Uhr morgen abreisen	user-45_2014-11-19_16-32-57_utt_022	i'd like to leave at four o'clock a m	i'd like to leave at four o'clock p m	0	0	ST2	B
1186	Sag: Ich möchte um 13 Uhr morgen abreisen	user-45_2014-11-19_16-32-57_utt_028	i'd like to leave at one o'clock a m	i'd like to leave at one o'clock a	0	0	ST2	B
1261	Sag: Ich möchte mit Kreditkarte bezahlen	user-46_2014-10-29_15-43-47_utt_011	can i pay with credit card	can i pay with credit card	0	1	ST2	B
1313	Sag: Ich möchte mit Visa bezahlen	user-46_2014-11-09_13-24-17_utt_049	pay with visa	pay with visa	0	1	ST2	B
1486	Sag: Ich möchte mit Visa bezahlen	user-48_2014-10-30_19-57-57_utt_009	can i pay with visa*z	can i pay with visa	0	0	ST2	B
1494	Sag: Ich möchte mit Visa bezahlen	user-48_2014-11-09_11-22-37_utt_006	can i pay with peas vis*a	can i pay with visa	0	0	ST2	B
1624	Sag: Ich möchte mit Euros bezahlen	user-50_2014-11-11_16-10-10_utt_065	i would like to pay by euro*z	i would like to pay by row	0	1	ST2	B
1630	Sag: Ich möchte mit Visa bezahlen	user-51_2014-11-03_14-37-59_utt_006	can i pay with vis*a	can i pay with visa	0	0	ST2	B
1678	Sag: Ich möchte am Donnerstagnachmittag abreisen	user-51_2014-11-10_16-11-09_utt_065	i would like to leave on tuesday afternoon	i would like to leave on tuesday afternoon	0	0	ST2	B
1770	Sag: Ich möchte mit Visa bezahlen	user-51_2014-11-10_16-11-09_utt_198	i would like pay by visa*z	i would like pay by visa	0	1	ST2	B
1983	Sag: Ich möchte mit Visa bezahlen	user-57_2014-10-24_17-52-51_utt_032	i pay with visa	i would pay with visa	0	1	ST2	B
1990	Sag: Ich möchte in der zweiten Reihe sitzen	user-57_2014-10-24_17-52-51_utt_042	i would like in the second row sit	i would like in the second row in ticket	0	1	ST2	B
2007	Sag: Ich möchte mit Visa bezahlen	user-57_2014-10-24_17-52-51_utt_061	i pay with visa	i pay with visa	0	1	ST2	B
2036	Sag: Ich möchte mit Visa bezahlen	user-57_2014-10-24_17-52-51_utt_108	i pay with visa	i pay with visa	0	1	ST2	B
2057	Sag: Ich möchte mit Kreditkarte bezahlen	user-57_2014-10-25_10-33-52_utt_023	i pay with credit card	i pay with credit card	0	1	ST2	B
2079	Sag: Ich möchte mit Visa bezahlen	user-57_2014-10-25_10-33-52_utt_050	i pay with visa	i would pay with visa	0	1	ST2	B
2104	Sag: Ich möchte mit Visa bezahlen	user-57_2014-10-25_10-33-52_utt_093	i pay with visa	i pay with visa	0	1	ST2	B
2125	Sag: Ich möchte mit Visa bezahlen	user-57_2014-10-30_18-43-25_utt_018	i pay with visa	i would pay with visa	0	1	ST2	B
2233	Sag: Ich möchte am Dienstagmorgen abreisen	user-57_2014-11-06_11-36-06_utt_022	i would like to leave on thirty morning	i would like to leave on thursday morning	0	0	ST2	B
2326	Sag: Ich möchte mit Kreditkarte bezahlen	user-57_2014-11-07_11-18-23_utt_030	ggg can i pay with credit card	is can i pay with credit card	0	1	ST2	B
2371	Sag: Ich möchte mit Euros bezahlen	user-57_2014-11-08_08-52-04_utt_009	i would like to pay with euro*z	i would like to pay with euros	0	1	ST2	B
2377	Sag: Ich möchte um 9 Uhr morgen abreisen	user-57_2014-11-08_08-52-04_utt_017	i would like to leave on	i would like to leave on	0	0	ST2	B
2388	Sag: Ich möchte mit Euros bezahlen	user-57_2014-11-08_08-52-04_utt_033	i would like to pay with euro*z	i would like to pay with euros	0	0	ST2	B
2389	Sag: Ich möchte mit Euros bezahlen	user-57_2014-11-08_08-52-04_utt_034	can i pay with euro*z	can i pay with euros	0	0	ST2	B
2396	Sag: Ich möchte in der Mitte sitzen	user-57_2014-11-08_08-52-04_utt_043	i would like to sit in the middle row	i would like to sit in the middle row	0	1	ST2	B
2449	Sag: Ich möchte am Donnerstagmorgen abreisen	user-57_2014-11-10_16-20-38_utt_015	i want to leave on thirty morning	i want to leave on thursday morning	0	0	ST2	B
2459	Sag: Ich möchte mit Kreditkarte bezahlen	user-57_2014-11-10_16-20-38_utt_029	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
2463	Sag: Ich möchte in der vierten Reihe sitzen	user-57_2014-11-10_16-20-38_utt_036	i would like to sit in the forty row	i would like to sit in the forty row	0	0	ST2	B
2514	Sag: Ich möchte um 9 Uhr morgen abreisen	user-57_2014-11-11_16-55-24_utt_018	i would like to leave on nine uhr*v morning	i would like to leave on nine morning	0	1	ST2	B
2567	Sag: Ich möchte mit Euros bezahlen	user-57_2014-11-12_11-54-21_utt_009	i would like to pay with euro*z	i would like to pay with euros	0	0	ST2	B
2568	Sag: Ich möchte mit Euros bezahlen	user-57_2014-11-12_11-54-21_utt_010	can i pay with euro*z	can i pay with euros	0	0	ST2	B
2574	Sag: Ich möchte mit Kreditkarte bezahlen	user-57_2014-11-12_11-54-21_utt_018	can i pay with credit card	can i pay with credit card	0	1	ST2	B
2591	Sag: Ich möchte morgen gehen	user-57_2014-11-12_11-54-21_utt_043	i would like to leave morning	i would like to leave morning	0	0	ST2	B
2592	Sag: Ich möchte morgen gehen	user-57_2014-11-12_11-54-21_utt_044	i would like to go on tomorrow	i would like to go on tomorrow	0	1	ST2	B
2601	Sag: Ich möchte am Donnerstagabend gehen	user-57_2014-11-12_11-54-21_utt_057	i would like to leave on thirty evening	i would like to leave on saturday evening	0	0	ST2	B
2604	Sag: Ich möchte in der zweiten Reihe sitzen	user-57_2014-11-12_11-54-21_utt_060	i would like to row in the second row	i would like tomorrow in the second row	0	1	ST2	B
2605	Sag: Ich möchte in der zweiten Reihe sitzen	user-57_2014-11-12_11-54-21_utt_061	i would like to leave in the second row	i would like to leave in the second row	0	0	ST2	B
2636	Sag: Ich möchte mit Kreditkarte bezahlen	user-57_2014-11-13_18-25-35_utt_007	can i pay with credit card	can i pay with credit card	0	1	ST2	B
2639	Sag: Ich möchte um 14 Uhr morgen abreisen	user-57_2014-11-13_18-25-35_utt_012	i would like to leave on friday morning	i would like to leave on friday morning	0	0	ST2	B
2651	Sag: Ich möchte mit Kreditkarte bezahlen	user-57_2014-11-13_18-25-35_utt_029	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
2658	Sag: Ich möchte heute Abend gehen	user-57_2014-11-13_18-25-35_utt_039	i would like to go tomorrow	i would like to go tomorrow	0	0	ST2	B
2659	Sag: Ich möchte heute Abend gehen	user-57_2014-11-13_18-25-35_utt_040	i would like to go morning	i would like to go morning	0	0	ST2	B
2662	Sag: Ich möchte hinten sitzen	user-57_2014-11-13_18-25-35_utt_043	i would like to sit hinten*v xxx i wou*a i would	i would like to sit andy ah hello i would	0	0	ST2	B
2673	Sag: Ich möchte mit Kreditkarte bezahlen	user-57_2014-11-16_12-20-12_utt_011	i would like to pay with mastercard	i would like to pay with mastercard	0	0	ST2	B
2674	Sag: Ich möchte mit Kreditkarte bezahlen	user-57_2014-11-16_12-20-12_utt_012	can i pay with mastercard	can i pay with mastercard	0	0	ST2	B
2675	Sag: Ich möchte mit Kreditkarte bezahlen	user-57_2014-11-16_12-20-12_utt_013	can i pay with mastercard	can i pay with mastercard	0	0	ST2	B
2722	Sag: Ich möchte in der zehnten Reihe sitzen	user-57_2014-11-16_12-20-12_utt_079	i would like to sit in the ten row	i would like to sit in the ten row	0	1	ST2	B
2763	Sag: Ich möchte am Dienstagnachmittag abreisen	user-57_2014-11-17_15-33-36_utt_010	i would like to leave on friday*z afternoon	i would like to leave on friday afternoon	0	0	ST2	B
2765	Sag: Ich möchte am Dienstagnachmittag abreisen	user-57_2014-11-17_15-33-36_utt_012	i want to leave on friday*z afternoon	i want to leave on thursday afternoon	0	0	ST2	B
2771	Sag: Ich möchte mit Kreditkarte bezahlen	user-57_2014-11-17_15-33-36_utt_022	can i pay with credit card	can i pay with credit card	0	1	ST2	B
2779	Sag: Ich möchte am Dienstagabend gehen	user-57_2014-11-17_15-33-36_utt_032	i want to leave on thursday*z evening	i want to leave on thursday evening	0	0	ST2	B
2783	Sag: Ich möchte in der achten Reihe sitzen	user-57_2014-11-17_15-33-36_utt_037	i would like to sit in the eighteen row	i would like to sit in the eighth row	0	0	ST2	B
2823	Sag: Ich möchte am Dienstagnachmittag abreisen	user-57_2014-11-18_18-29-18_utt_015	i would like to leave on thursday afternoon	i would like to leave on thursday afternoon	0	0	ST2	B
2839	Sag: Ich möchte vorne sitzen	user-57_2014-11-18_18-29-18_utt_037	i would like to sit vorne*v	i would like two tickets for morning	0	0	ST2	B
2878	Sag: Ich möchte mit Kreditkarte bezahlen	user-57_2014-11-19_18-05-17_utt_006	can i pay with credit card	can i pay with credit card	0	1	ST2	B
2969	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-11-29_12-42-56_utt_018	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
2982	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-11-29_12-42-56_utt_036	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
3006	Sag: Ich möchte am Donnerstagmorgen abreisen	user-73_2014-12-01_17-38-49_utt_012	i would like to go tuesday morning	i would like to go tuesday morning	0	0	ST2	B
3007	Sag: Ich möchte am Donnerstagmorgen abreisen	user-73_2014-12-01_17-38-49_utt_013	i want to leave to thursday morning	i want to leave on tuesday morning	0	1	ST2	B
3041	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-12-01_17-38-49_utt_059	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
3101	Sag: Ich möchte am Sonntagmorgen abreisen	user-73_2014-12-07_11-38-03_utt_005	i would like to leave at sunday morning	i would like to leave at sunday morning	0	1	ST2	B
3129	Sag: Ich möchte in der achten Reihe sitzen	user-73_2014-12-07_11-38-03_utt_045	i would like to sit in the eight row	i would like the sunday row	0	1	ST2	B
3130	Sag: Ich möchte in der achten Reihe sitzen	user-73_2014-12-07_11-38-03_utt_046	i would like to sit in the eight row	i would like to sit in the eighth row	0	1	ST2	B
3143	Sag: Ich möchte um 12 Uhr morgen abreisen	user-73_2014-12-08_18-25-51_utt_018	i would like to leave by twelve o'clock tomorrow	i would like to leave buy o'clock tomorrow	0	1	ST2	B
3201	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-12-08_18-25-51_utt_098	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
3275	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-12-09_05-29-36_utt_007	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
3284	Sag: Ich möchte mit Schweizer Franken bezahlen	user-73_2014-12-09_05-29-36_utt_019	i pay with swiss francs	i pay with swiss francs	0	1	ST2	B
3285	Sag: Ich möchte mit Schweizer Franken bezahlen	user-73_2014-12-09_05-29-36_utt_020	i would like to pay with switzerland francs	i would like to pay with switzerland francs	0	1	ST2	B
3293	Sag: Ich möchte mit Visa bezahlen	user-73_2014-12-09_14-38-04_utt_008	i'd like pay with visa	i'd like to pay with visa	0	1	ST2	B
3330	Sag: Ich möchte hinten sitzen	user-73_2014-12-09_14-38-04_utt_059	i would like fifth in the back	i would like the is not in africa	0	0	ST2	B
3379	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-12-13_20-54-09_utt_043	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
3461	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-12-14_13-26-16_utt_027	i would pay with my credit card	i would pay with my credit card	0	1	ST2	B
3462	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-12-14_13-26-16_utt_028	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
3467	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-12-14_13-26-16_utt_037	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
3468	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-12-14_13-26-16_utt_038	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
3473	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-12-14_13-26-16_utt_045	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
3565	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-12-14_16-07-10_utt_006	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
3633	Sag: Ich möchte in der dritten Reihe sitzen	user-73_2014-12-16_19-38-40_utt_065	i would like to sit in dritten*v row	i would like to sit in the room	0	0	ST2	B
3721	Sag: Ich möchte nächste Woche abreisen	user-73_2014-12-16_19-38-40_utt_193	i would like to leave on next week	i would like to leave next week	0	1	ST2	B
3731	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-12-16_19-38-40_utt_209	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
3732	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-12-16_19-38-40_utt_210	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
3751	Sag: Ich möchte um 8 Uhr morgen abreisen	user-73_2014-12-16_20-53-50_utt_003	i would like to leave on eight o'clock tomorrow	i would like to leave on eight o'clock tomorrow	0	0	ST2	B
3762	Sag: Ich möchte um 21 Uhr morgen abreisen	user-73_2014-12-17_11-57-36_utt_005	i would like to leave at twenty one o'clock tomorrow	i would like to leave at eighteen o'clock tomorrow	0	1	ST2	B
3775	Sag: Ich möchte nächste Woche abreisen	user-73_2014-12-17_11-57-36_utt_024	i would like to leave on next week	i would like to leave next week	0	1	ST2	B
3776	Sag: Ich möchte nächste Woche abreisen	user-73_2014-12-17_11-57-36_utt_025	i would like to leave on next week i would like to leave on next week	i would like to leave on next three i would like to leave on next three	0	1	ST2	B
3777	Sag: Ich möchte nächste Woche abreisen	user-73_2014-12-17_11-57-36_utt_026	i would like to leave on next week	i would like to leave next week	0	1	ST2	B
3785	Sag: Ich möchte nächste Woche abreisen	user-73_2014-12-17_11-57-36_utt_038	i would like to leave on next week	i would like to leave next week	0	1	ST2	B
3789	Sag: Ich möchte um 19 Uhr morgen abreisen	user-73_2014-12-17_11-57-36_utt_045	i would like to leave on um on nineteen hour morning	i would like to leave on seven olin nights younger morning	0	0	ST2	B
3790	Sag: Ich möchte um 19 Uhr morgen abreisen	user-73_2014-12-17_11-57-36_utt_046	i would like to leave on nineteen hour morning	i would like to leave on saturday tower morning	0	0	ST2	B
3855	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-12-17_17-46-33_utt_044	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
3868	Sag: Ich möchte um 14 Uhr morgen abreisen	user-73_2014-12-17_17-46-33_utt_055	i would like to leave by fourteen o'clock tomorrow	i would like to leave at forty o'clock tomorrow	0	1	ST2	B
3930	Sag: Ich möchte mit Postkarte bezahlen	user-73_2014-12-17_17-46-33_utt_138	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
4201	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-12-18_18-01-42_utt_073	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
4279	Sag: Ich möchte mit Kreditkarte bezahlen	user-73_2014-12-18_18-01-42_utt_173	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
4289	Sag: Ich möchte vorne sitzen	user-73_2014-12-18_18-01-42_utt_190	i would like to sit front	i would like to sit thanks	0	1	ST2	B
4321	Sag: Ich möchte mit Mastercard bezahlen	user-243_2014-06-19_07-35-54_utt_012	i would like to pay with*z mastercard	i would like to pay with euro	0	0	ST2	B
4355	Sag: Ich möchte am Donnerstagabend abreisen	user-246_2014-06-11_14-12-41_utt_007	i would like to leave on tuesday evening	i would like to leave on tuesday evening	0	0	ST2	B
4356	Sag: Ich möchte am Donnerstagabend abreisen	user-246_2014-06-11_14-12-41_utt_008	i would like to leave on tuesday evening	i would like to leave on tuesday evening	0	0	ST2	B
4420	Sag: Ich möchte mit Kreditkarte bezahlen	user-83_2014-11-03_18-30-17_utt_008	can i pay with credit card	can i pay with credit card	0	1	ST2	B
